id_symptoms,symptoms,herbs,usage_method,relevance_score
698,Perut kembung,Nampu,"Ambil 1 sendok makan biji nampu, lalu rendam dalam 1 gelas air panas selama 10-15 menit. Saring dan minum air rendaman tersebut dua kali sehari. Biji nampu memiliki sifat karminatif yang membantu meredakan gas dan kembung pada perut, memberikan kenyamanan pada sistem pencernaan.","0,85"
699,Luka,Nampu,"Cuci bersih beberapa helai daun nampu, tumbuk hingga halus, dan tambahkan sedikit air hingga berbentuk pasta. Oleskan pada luka kecil, lalu tutup dengan perban steril. Ganti dua kali sehari.","0,85"
700,Pusing,Nampu,"Ambil 1 sendok makan biji nampu, rendam dalam 1 gelas air panas selama 15 menit, lalu saring dan minum air rendamannya. Lakukan 1-2 kali sehari untuk meredakan pusing. Biji nampu mengandung sifat anti-inflamasi yang membantu menenangkan kepala dan meningkatkan sirkulasi darah.","0,8"
701,Batuk,Nampu,"Herba nampu (Curcuma aeruginosa), sering digunakan untuk mengobati batuk, biasanya diolah dengan merebus rimpangnya hingga mendidih lalu air rebusannya diminum selagi hangat. Konsumsi secara teratur 1–2 kali sehari dipercaya membantu meredakan batuk karena kandungan antiradang dan antimikrobanya.","0,65"
702,Tenggorokan kering,Nampu,"Ambil 1 sendok makan biji nampu dan rendam dalam 1 gelas air hangat selama 15 menit. Saring air rendaman, dan minum sedikit demi sedikit. Air ini membantu melembapkan tenggorokan yang kering, memberikan sensasi sejuk dan mencegah iritasi lebih lanjut.","0,75"
703,Mata lelah,Ngokilo,"Rebus 1-2 sendok makan daun ngokilo segar dalam 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Air rebusan ini dapat diminum 2-3 kali sehari untuk membantu meredakan mata lelah karena kandungan vitamin A pada ngokilo yang dapat membantu menyehatkan mata.","0,85"
704,Kulit kering,Ngokilo,"Tumbuk 2-3 lembar daun ngokilo segar hingga halus, campurkan dengan 1 sendok makan madu, lalu oleskan pada kulit yang kering. Diamkan selama 15-20 menit, lalu bilas dengan air hangat. Penggunaan rutin dapat membantu melembapkan kulit dan menjaga kelembutan kulit.","0,8"
705,Sakit kepala,Ngokilo,"Rebus 3-4 lembar daun ngokilo dalam 2 gelas air, hingga tersisa 1 gelas. Setelah mendidih, saring dan minum selagi hangat. Air rebusan ini bisa diminum 2 kali sehari untuk meredakan sakit kepala, karena ngokilo memiliki sifat yang dapat membantu meredakan ketegangan dan stres.","0,8"
706,Perut kembung,Ngokilo,"Rebus 5-6 lembar daun ngokilo segar dengan 1 gelas air hingga mendidih dan airnya berkurang setengahnya. Setelah dingin, saring dan minum air rebusan ini untuk membantu melancarkan pencernaan dan meredakan perut kembung akibat penumpukan gas dalam perut.","0,8"
707,Tenggorokan gatal,Ngokilo,"Seduh 1-2 lembar daun ngokilo segar dalam air panas selama 5-10 menit. Setelah itu, minum selagi hangat untuk membantu meredakan tenggorokan gatal. Daun ngokilo mengandung senyawa yang dapat membantu menenangkan peradangan dan iritasi di tenggorokan.","0,75"
708,Pembengkakan,Patikan Kerbau,"Rebus 5-6 daun patikan kerbau dalam 2 gelas air hingga tersisa sekitar 1 gelas. Saring dan biarkan airnya agak dingin, lalu gunakan untuk kompres pada bagian tubuh yang bengkak. Lakukan 2-3 kali sehari untuk membantu meredakan pembengkakan dan peradangan pada area yang terinfeksi.","0,85"
709,Perut kembung,Patikan Kerbau,"Cuci bersih 5 daun patikan kerbau segar, kemudian rebus dalam 2 gelas air hingga mendidih. Saring dan minum air rebusan ini selagi hangat untuk membantu meredakan perut kembung. Tanaman ini membantu melancarkan pencernaan dan mengurangi gas dalam perut.","0,8"
710,Sakit kepala,Patikan Kerbau,"Ambil beberapa helai daun patikan kerbau segar, lalu tumbuk halus dan balurkan pada dahi atau pelipis. Biarkan selama 15-20 menit untuk membantu meredakan sakit kepala. Kandungan zat pada daun patikan kerbau memiliki efek menenangkan yang dapat mengurangi ketegangan pada kepala.","0,75"
711,Iritasi kulit,Patikan Kerbau,"Ambil daun patikan kerbau segar, cuci bersih, kemudian haluskan dan oleskan pada kulit yang teriritasi. Diamkan selama 15-20 menit, lalu bilas dengan air dingin. Kandungan antiinflamasi pada tanaman ini membantu meredakan peradangan dan menenangkan kulit yang iritasi.","0,8"
712,Sakit kepala,Pecut Kuda,"Rebus 1-2 sendok makan akar pecut kuda kering dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring dan minum air rebusan tersebut selagi hangat. Rebusan ini dapat membantu meredakan sakit kepala akibat ketegangan otot atau stress, karena pecut kuda memiliki sifat relaksan otot dan anti-inflamasi.","0,85"
713,Perut kembung,Pecut Kuda,"Ambil 1 sendok teh daun pecut kuda kering dan rebus dalam 1 gelas air hingga mendidih. Setelah itu, saring dan minum air rebusan tersebut selagi hangat. Minum 1-2 kali sehari untuk membantu melancarkan pencernaan dan mengurangi perut kembung, karena pecut kuda dapat membantu menenangkan perut dan mengurangi gas.","0,8"
714,Nyeri otot,Pecut Kuda,"Ambil 1 sendok makan akar pecut kuda yang telah dikeringkan, rebus dalam 1,5 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan tersebut selagi hangat. Air rebusan pecut kuda membantu meredakan nyeri otot dengan sifat anti-inflamasi dan mengurangi ketegangan otot.","0,85"
715,Sakit gigi,Pecut Kuda,Rebus 1 sendok teh daun pecut kuda dalam 1 gelas air hingga mendidih. Saring airnya dan gunakan sebagai obat kumur beberapa kali sehari. Rebusan ini dapat membantu meredakan rasa sakit pada gigi karena pecut kuda memiliki sifat anti-inflamasi yang dapat mengurangi peradangan di sekitar gusi.,"0,75"
716,Pembengkakan,Pecut Kuda,"Rebus 2 sendok makan akar pecut kuda dalam 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring airnya dan minum 2 kali sehari. Penggunaan secara teratur membantu mengurangi pembengkakan karena sifat diuretik pada pecut kuda yang dapat membantu mengeluarkan kelebihan cairan dari tubuh.","0,8"
717,Perut kembung,Permot,"Ambil 1 sendok teh akar permot yang telah dicuci bersih, lalu rebus dalam 1 gelas air hingga tersisa setengah gelas. Setelah mendidih, saring dan minum selagi hangat. Rebusan ini dapat membantu mengatasi perut kembung dengan cara melancarkan pencernaan dan mengurangi gas dalam perut.","0,8"
718,Mual,Permot,"Cuci bersih 1 sendok teh daun permot, kemudian seduh dengan air panas seperti teh. Diamkan selama 5 menit, saring dan minum perlahan. Teh permot ini memiliki efek menenangkan yang dapat meredakan rasa mual.","0,75"
719,Sakit kepala,Permot,"Ambil 1 sendok teh daun permot yang sudah kering, rebus dengan 1 gelas air hingga mendidih. Saring airnya dan minum selagi hangat. Rebusan daun permot ini dapat membantu mengurangi ketegangan pada otot kepala dan meredakan sakit kepala.","0,7"
720,Tidak nafsu makan,Permot,"Seduh 1 sendok teh daun permot segar dengan air panas, biarkan beberapa menit lalu minum. Kandungan minyak atsiri dalam permot dapat merangsang nafsu makan, membantu meningkatkan selera makan.","0,85"
721,Susah tidur,Permot,"Rebus 1 sendok teh daun permot dalam 1,5 gelas air hingga tersisa satu gelas. Saring air rebusan dan minum 30 menit sebelum tidur. Kandungan zat penenang dalam permot dapat membantu tidur lebih nyenyak dan mengurangi insomnia.","0,9"
722,Mata lelah,Portulaka,"Ambil segenggam daun portulaca segar, cuci bersih, lalu rebus dalam 1 gelas air hingga mendidih. Saring dan minum air rebusannya selagi hangat. Kandungan vitamin dan mineral pada portulaca dapat membantu menenangkan mata yang lelah akibat terlalu lama melihat layar atau terpapar cahaya terang.","0,8"
723,Kulit kering,Portulaka,"Tumbuk halus beberapa daun portulaca segar, kemudian campurkan dengan sedikit madu dan minyak zaitun. Oleskan pada area kulit yang kering dan biarkan selama 15-20 menit sebelum dibilas dengan air hangat. Masker ini dapat membantu melembapkan kulit yang terasa kering dan kasar.","0,75"
724,Perut kembung,Portulaka,"Cuci bersih segenggam daun portulaca, rebus bersama 1 gelas air hingga mendidih. Saring air rebusannya dan minum selagi hangat. Portulaca memiliki sifat antiinflamasi yang dapat membantu meredakan perut kembung dan perasaan penuh akibat gas berlebih.","0,85"
725,Sakit kepala,Portulaka,"Ambil 2-3 helai daun portulaca segar, cuci bersih, lalu rebus dengan 1 gelas air hingga tersisa setengahnya. Minum air rebusannya selagi hangat. Kandungan antioksidan dalam portulaca membantu meredakan ketegangan dan meningkatkan sirkulasi darah ke kepala, yang bermanfaat untuk mengurangi sakit kepala.","0,75"
726,Jerawat,Portulaka,"Haluskan daun portulaca segar, kemudian tambahkan sedikit air mawar. Oleskan pasta ini pada area wajah yang berjerawat dan diamkan selama 15-20 menit sebelum dibilas dengan air hangat. Portulaca memiliki sifat antibakteri yang dapat membantu membersihkan kulit dan mengurangi peradangan akibat jerawat.","0,65"
727,Kelelahan,Poslen,"Ambil 1 sendok teh serbuk poslen dan campurkan dengan 1 gelas air hangat. Aduk hingga serbuk larut sempurna, lalu minum perlahan. Konsumsi 1-2 kali sehari untuk mengatasi kelelahan. Poslen mengandung banyak vitamin dan mineral yang dapat memberikan dorongan energi dan membantu memulihkan stamina.","0,85"
728,Pusing,Poslen,Rebus 1 sendok teh serbuk poslen dalam 1 gelas air selama 10 menit. Saring dan minum air rebusan selagi hangat. Air rebusan ini dapat membantu meredakan pusing dengan meningkatkan sirkulasi darah dan memberikan efek menenangkan.,"0,8"
729,Stres,Poslen,"Campurkan 1 sendok teh serbuk poslen dengan 1 gelas air dingin, aduk hingga rata. Minum campuran ini di pagi hari atau malam hari untuk membantu meredakan stres. Poslen dikenal dengan sifat menenangkan yang dapat mengurangi kecemasan dan meningkatkan relaksasi.","0,85"
730,Susah tidur,Poslen,"Seduh 1 sendok teh serbuk poslen dalam 1 gelas air panas, biarkan selama 5-10 menit. Minum campuran ini 30 menit sebelum tidur. Poslen memiliki efek relaksasi yang dapat membantu tidur lebih nyenyak dan meredakan kecemasan yang mengganggu tidur.","0,9"
731,Kulit kasar,Poslen,"Campurkan 1 sendok teh serbuk poslen dengan sedikit air hingga membentuk pasta. Oleskan pada area kulit yang kasar, diamkan selama 15 menit, lalu bilas dengan air hangat. Penggunaan rutin dapat membantu melembapkan dan meremajakan kulit, serta memberikan efek halus pada kulit yang kasar.","0,7"
732,Sakit kepala,Pulai,"Ambil beberapa daun pulai yang masih segar, cuci bersih, lalu tumbuk halus hingga keluar airnya. Tempelkan pada dahi dan pelipis, biarkan selama 20-30 menit, kemudian bilas. Daun pulai mengandung senyawa yang dapat membantu meredakan ketegangan pada kepala dan memberi efek menenangkan.","0,8"
733,Perut kembung,Pulai,Rebus 1-2 helai daun pulai segar dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan tersebut 2 kali sehari untuk membantu meredakan perut kembung dan gas berlebih di dalam perut.,"0,85"
734,Pusing,Pulai,"Ambil 1-2 helai daun pulai yang masih segar, cuci bersih, lalu remas dan tempelkan pada bagian belakang leher atau tengkuk. Diamkan selama 20 menit untuk meredakan rasa pusing. Daun pulai memiliki sifat yang dapat menenangkan saraf dan memperlancar peredaran darah.","0,75"
735,Sakit tenggorokan,Pulai,"Rebus 2-3 helai daun pulai dalam 1 gelas air hingga mendidih. Saring airnya, dan gunakan air rebusan untuk berkumur. Lakukan 2-3 kali sehari untuk membantu meredakan peradangan dan iritasi pada tenggorokan.","0,85"
736,Kulit kering,Pulai,"Tumbuk daun pulai hingga halus, campur dengan sedikit air mawar, lalu aplikasikan pada kulit yang kering. Diamkan selama 15-20 menit, kemudian bilas dengan air hangat. Tanaman pulai memiliki khasiat untuk melembapkan kulit dan mengurangi kekeringan.","0,75"
737,Mata lelah,Pule Pandak,"Rebus 3-4 helai daun pule pandak dalam 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Konsumsi 2 kali sehari untuk membantu meredakan kelelahan pada mata yang disebabkan oleh aktivitas berlebihan atau paparan layar. Daun pule pandak memiliki sifat yang dapat menenangkan mata yang tegang dan lelah.","0,85"
738,Kulit kering,Pule Pandak,"Haluskan 5-6 helai daun pule pandak yang segar, campurkan dengan 1 sendok makan minyak kelapa. Oleskan pada kulit yang kering dan biarkan selama 15-20 menit. Bilas dengan air hangat. Kandungan minyak pada pule pandak membantu melembapkan dan memberi nutrisi pada kulit yang kering serta mengembalikan kelembutannya.","0,8"
739,Gangguan pencernaan,Pule Pandak,"Rebus 2-3 helai daun pule pandak dalam 1,5 gelas air hingga tersisa sekitar 1 gelas. Saring dan minum air rebusannya selagi hangat. Konsumsi sekali sehari untuk membantu melancarkan pencernaan yang lambat. Daun pule pandak memiliki khasiat untuk merangsang proses pencernaan dan mengurangi rasa penuh setelah makan.","0,8"
740,Perut kembung,Pule Pandak,"Ambil 4 helai daun pule pandak, rebus dengan 1 gelas air sampai mendidih. Setelah itu, saring dan minum air rebusan ini selagi hangat. Minum dua kali sehari untuk membantu mengatasi perut kembung. Daun pule pandak memiliki sifat yang dapat melancarkan pencernaan dan mengurangi gas di dalam perut.","0,85"
741,Tenggorokan kering,Pule Pandak,"Ambil 2 helai daun pule pandak segar, cuci bersih, lalu rebus dengan 1 gelas air hingga tersisa setengah gelas. Saring dan minum air rebusan ini perlahan. Konsumsi dua kali sehari untuk membantu melembapkan tenggorokan yang kering. Pule pandak memiliki sifat yang menenangkan dan melembapkan saluran pernapasan.","0,8"
742,Sakit kepala,Pulutan,"Rebus 5-7 helai daun pulutan dengan 2 gelas air hingga mendidih dan tersisa sekitar 1 gelas. Saring air rebusan dan minum selagi hangat. Konsumsi air rebusan ini 2 kali sehari untuk membantu meredakan sakit kepala, karena pulutan memiliki efek menenangkan dan dapat meredakan ketegangan.","0,85"
743,Mata lelah,Pulutan,"Ambil 5 helai daun pulutan yang sudah dicuci bersih, lalu rebus dalam 1,5 gelas air hingga mendidih. Setelah itu, saring air rebusan dan minum 1-2 kali sehari untuk membantu menyegarkan mata yang lelah. Kandungan alami dalam pulutan dipercaya dapat meremajakan mata dan mengurangi kelelahan.","0,8"
744,Gangguan pencernaan,Pulutan,"Rebus 10-12 helai daun pulutan dengan 2 gelas air. Setelah mendidih dan airnya tersisa setengah gelas, saring dan minum selagi hangat. Minum ramuan ini setiap hari untuk membantu melancarkan pencernaan, karena pulutan memiliki sifat yang mendukung proses metabolisme tubuh.","0,75"
745,Perut kembung,Pulutan,"Cuci bersih 3-4 helai daun pulutan, lalu rebus dalam 1 gelas air hingga mendidih dan airnya tersisa setengah gelas. Saring dan minum ramuan ini saat hangat untuk membantu mengatasi perut kembung. Pulutan memiliki sifat antispasmodik yang dapat meredakan gas dan ketidaknyamanan pada perut.","0,8"
746,Tenggorokan kering,Pulutan,"Ambil 5 helai daun pulutan yang sudah dicuci, lalu rebus dengan 1,5 gelas air. Setelah mendidih, saring dan minum air rebusan selagi hangat. Ramuan ini dapat membantu melembapkan tenggorokan yang kering, berkat sifat anti-inflamasi pulutan yang mampu menenangkan iritasi pada tenggorokan.","0,75"
747,Perut kembung,Saga,"Rebus 1 sendok makan biji saga dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Air rebusan ini dapat diminum 2-3 kali sehari untuk membantu meredakan perut kembung, karena biji saga memiliki sifat yang membantu melancarkan pencernaan dan mengurangi gas di dalam perut.","0,85"
748,Sakit kepala,Saga,"Cuci bersih 5-7 lembar daun saga, lalu rebus bersama 1 gelas air hingga mendidih. Setelah itu, saring dan minum air rebusannya. Konsumsi 2 kali sehari untuk membantu mengurangi sakit kepala, karena daun saga memiliki kandungan yang dapat membantu merelaksasi otot dan meredakan tekanan pada kepala.","0,8"
749,Kelelahan,Saga,"Ambil 1 sendok makan biji saga, rebus dalam 1,5 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring dan minum air rebusannya selagi hangat. Minum 1-2 kali sehari untuk membantu mengurangi rasa lelah, karena biji saga dipercaya dapat meningkatkan stamina tubuh dan memberikan efek segar.","0,8"
750,Tenggorokan gatal,Saga,"Rebus 5-6 helai daun saga dengan 2 gelas air hingga mendidih dan airnya tersisa sekitar 1 gelas. Setelah itu, saring dan minum airnya. Minum selagi hangat untuk membantu meredakan tenggorokan yang gatal, karena daun saga memiliki sifat antiinflamasi yang dapat menenangkan iritasi pada tenggorokan.","0,8"
751,Kulit kering,Saga,"Cuci bersih beberapa lembar daun saga, lalu tumbuk halus hingga berbentuk pasta. Oleskan pada kulit yang kering, diamkan selama 15-20 menit, dan bilas dengan air hangat. Lakukan 2-3 kali seminggu untuk membantu melembapkan dan merawat kulit, karena daun saga mengandung senyawa yang dapat menjaga kelembapan kulit.","0,7"
752,Bau mulut,Salam,Rebus 4-5 lembar daun salam dalam 2 gelas air hingga airnya tersisa setengah gelas. Saring air rebusan dan minum dua kali sehari untuk membantu mengurangi bau mulut. Daun salam memiliki sifat antibakteri yang dapat membantu membunuh kuman penyebab bau mulut serta membersihkan mulut.,"0,85"
753,Perut kembung,Salam,"Ambil 3-4 lembar daun salam segar, cuci bersih, dan rebus bersama 1 gelas air hingga mendidih. Saring dan minum air rebusan tersebut saat hangat untuk membantu melancarkan pencernaan dan meredakan perut kembung. Daun salam mengandung senyawa yang dapat meredakan gas dalam perut.","0,85"
754,Sakit kepala,Salam,"Ambil 5 lembar daun salam, cuci bersih, dan rebus dengan 1 gelas air hingga mendidih. Saring airnya dan minum selagi hangat. Air rebusan daun salam ini dapat membantu meredakan sakit kepala yang disebabkan oleh ketegangan atau kelelahan.","0,8"
